ID;type;RUIAN;name;partOf;latitude;longitude
6686;5;35254;Blatná;1200;48.695833;14.198056
6687;5;94366;Blato;2933;49.990278;15.763611
6688;5;49590;Blato;3289;49.04;15.170278
6689;5;5452;Blazice;225;49.442473;17.645319
6690;5;5461;Blažejov;226;49.142255;15.096468
6691;5;192139;Blažejovice;5729;48.953611;13.952222
6692;5;142417;Blažejovice;4275;49.515;16.202222
6693;5;5517;Blažejovice;227;49.619854;15.199975
6694;5;137219;Blaženice;4091;49.790556;14.465
6695;5;5533;Blažim;3250;49.761667;14.453056
6696;5;116025;Blažim;229;49.916024;13.047675
6697;5;5541;Blažim;228;50.406937;13.628661
6698;5;5550;Blažkov;230;49.47311;16.185195
6699;5;150398;Blažkov;4510;50.346111;16.188611
6700;5;111201;Blažkov;3511;48.741389;14.45
6701;5;76112;Blažnov;2399;49.577222;15.052778
6702;5;72010;Blažov;342;49.683889;16.8825
6703;5;5576;Blažovice;231;49.165709;16.786123
6704;5;192830;Blehov;5758;49.4925;14.398889
6705;5;5592;Blevice;232;50.209802;14.236237
6706;5;32794;Blešno;5133;50.480556;13.904722
6707;5;5584;Blešno;233;50.213953;15.930716
6708;5;121363;Blinka;3749;50.039167;15.059722
6709;5;69655;Blišice;2093;49.122778;17.165556
6710;5;87581;Bližanovy;3763;49.426111;13.504444
6711;5;19852;Bližná;6005;48.722222;14.096667
6712;5;43681;Bližší Lhota;1440;48.757222;14.013056
6713;5;182222;Blov;5361;50.325278;13.293889
6714;5;406457;Blovice;234;49.582294;13.540135
6715;5;405655;Bludná;3689;50.400278;12.8125
6716;5;5819;Bludov;236;49.940822;16.928544
6717;5;20842;Bludov;235;49.807548;15.255235
6718;5;37699;Bludovice;1250;49.761667;18.463889
6719;5;5835;Bludovice;3362;49.569167;18.0225
6720;5;5801;Blučina;237;49.054993;16.644503
6721;5;41637;Bláhov;1370;50.633889;14.2025
6722;5;125911;Bláhova Lhota;5560;49.610278;14.34
6723;5;173193;Bláto;5170;49.89;15.029167
6724;5;5606;Blízkov;238;49.400526;15.908735
6725;5;5622;Blížejov;239;49.500116;12.989297
6726;5;5665;Blíževedly;240;50.608475;14.396589
6727;5;412767;Blížkovice;241;48.999807;15.834823
6728;5;18325;Blížňovice;1583;49.953889;15.951111
6729;5;5789;Blšany;242;50.217432;13.471281
6730;5;51748;Blšany u Loun;243;50.347069;13.852733
6731;5;5843;Bobnice;244;50.219641;15.053593
6732;5;90263;Bobov;2836;50.657222;15.184167
6733;5;194182;Bobr;6246;50.674167;15.905833
6734;5;84646;Bobrovník;2615;50.22;17.172222
6735;5;5878;Bobrovníky;1316;49.871667;18.210278
6736;5;412872;Bobrová;245;49.475129;16.1188
6737;5;5886;Bobrůvka;246;49.448678;16.093839
6738;5;56294;Bocanovice;247;49.56905;18.738431
6739;5;6751;Bochov;248;50.151005;13.045245
6740;5;6823;Bochovice;249;49.320867;15.896344
6741;5;6726;Bochoř;250;49.421383;17.428377
6742;5;5975;Boharyně;251;50.203859;15.63093
6743;5;63584;Bohatice;1910;50.2403;12.8667
6744;5;6017;Bohatice;252;50.668998;14.67942
6745;5;6009;Bohaté Málkovice;253;49.188652;17.016175
6746;5;6025;Bohdalec;254;49.474318;16.059798
6747;5;6033;Bohdalice;255;49.213333;17.029444
6748;5;6084;Bohdalov;256;49.479255;15.875852
6749;5;6076;Bohdalov;3145;49.748056;16.780556
6750;5;178748;Bohdalovice;5273;50.716389;15.323056
6751;5;181161;Bohdalovice;257;48.74292;14.286764
6752;5;6068;Bohdalín;258;49.307743;15.015867
6753;5;6106;Bohdaneč;259;49.77823;15.222603
6754;5;6181;Bohdanovice;1686;49.899167;17.647778
6755;5;26522;Bohdašice;884;49.18;13.522778
6756;5;6190;Bohdašín;260;50.338496;16.225129
6757;5;21091;Bohdašín;6029;50.499722;16.112222
6758;5;166294;Bohdašín;4957;50.594167;16.198889
6759;5;119628;Bohdánkov;531;50.681667;15.0525
6760;5;6220;Bohdíkov;261;50.009979;16.904393
6761;5;400581;Bohnice;3903;50.131111;14.415556
6762;5;6262;Bohostice;262;49.602222;14.138171
6763;5;75281;Bohosudov;2254;50.682778;13.885
6764;5;6327;Bohousová;5818;50.086667;16.384722
6765;5;6297;Bohouňovice I;6026;49.975278;15.182778
6766;5;43192;Bohouňovice II;1419;49.914167;14.972778
6767;5;75736;Bohouškovice;2378;48.923611;14.314444
6768;5;403172;Bohuliby;3703;49.881667;14.459167
6769;5;6351;Bohumileč;4234;50.100833;15.857778
6770;5;82775;Bohumileč;6054;50.638333;14.983333
6771;5;6386;Bohumilice;1977;49.017222;16.894444
6772;5;72079;Bohumilice;2193;49.693611;15.252778
6773;5;6378;Bohumilice;263;49.096167;13.816356
6774;5;411671;Bohunice;402;49.169444;16.579167
6775;5;172057;Bohunice;265;49.132479;13.973203
6776;5;187178;Bohunice;5663;49.211667;14.380278
6777;5;126641;Bohuslav;4959;50.033611;12.805833
6778;5;48569;Bohuslav;1591;50.522222;15.204444
6779;5;6581;Bohuslavice;2354;49.050278;17.120833
6780;5;6556;Bohuslavice;5039;50.55;15.978056
6781;5;6530;Bohuslavice;270;49.826072;16.94058
6782;5;6521;Bohuslavice;268;49.942307;18.128709
6783;5;6491;Bohuslavice;267;49.620871;16.957586
6784;5;6483;Bohuslavice;269;49.14948;15.575831
6785;5;6467;Bohuslavice;266;50.312669;16.088663
6786;5;6564;Bohuslavice nad Vláří;271;49.09017;17.926315
6787;5;6572;Bohuslavice u Zlína;272;49.163104;17.636765
6788;5;6599;Bohuslávky;273;49.555161;17.567811
6789;5;67121;Bohusoudov;2005;49.106944;15.573889
6790;5;6670;Bohutice;274;48.991309;16.357641
6791;5;6718;Bohutín;275;49.953532;16.881991
6792;5;6688;Bohutín;276;49.655603;13.943935
6793;5;404322;Bohutín;2594;49.375833;15.019722
6794;5;6335;Bohučovice;1550;49.866389;17.903333
6795;5;6394;Bohuňov;277;49.599128;16.463888
6796;5;6408;Bohuňov;278;49.560444;16.202479
6797;5;6424;Bohuňovice;279;49.907917;16.262916
6798;5;6432;Bohuňovice;280;49.663023;17.286969
6799;5;58963;Bohuňovsko;1764;50.651111;15.328889
6800;5;6602;Bohušice;281;49.085151;15.852135
6801;5;5762;Bohušov;234;49.586111;13.5425
6802;5;6611;Bohušov;282;50.24329;17.713929
6803;5;6661;Bohušovice nad Ohří;283;50.493241;14.150579
6804;5;71901;Bohy;284;49.937993;13.575732
6805;5;5932;Boháňka;285;50.36584;15.708463
6806;5;6831;Bojanov;286;49.841361;15.704934
6807;5;29564;Bojanov;2409;49.395;16.16
6808;5;193291;Bojanovice;5773;49.311111;17.312778
6809;5;6866;Bojanovice;287;49.854516;14.352096
6810;5;6882;Bojanovice;288;48.968202;15.989062
6811;5;137090;Bojanovice;4092;49.293333;13.638056
6812;5;2682;Bojenice;177;49.361111;14.358889
6813;5;6921;Bojetice;903;50.376944;14.9675
6814;5;7293;Boječnice;298;49.685556;12.815
6815;5;6891;Boješice;2975;49.538611;14.041667
6816;5;6939;Bojiště;289;49.667843;15.28684
6817;5;20923;Bojiště;6026;49.970556;15.201111
6818;5;169269;Bojiště;5039;50.545833;15.908333
6819;5;412627;Bojkovice;290;49.038644;17.814875
6820;5;195740;Bojmany;6268;49.961389;15.438889
6821;5;23931;Bojov;6075;49.873611;14.349167
6822;5;6980;Bolatice;291;49.951712;18.083636
6823;5;7005;Boleboř;292;50.540261;13.413431
6824;5;7064;Bolechov;6285;49.5381;15.2075
6825;5;26271;Bolechovice;4376;49.611389;14.5
6826;5;7048;Bolehošť;293;50.213663;16.077045
6827;5;410675;Bolehošťská Lhota;293;50.207778;16.087778
6828;5;7099;Bolelouc;1114;49.495;17.271111
6829;5;7111;Boleradice;294;48.9667;16.813923
6830;5;20494;Boleslav;5989;51.005278;15.031111
6831;5;7153;Boletice;295;48.8247;14.2175
6832;5;330451;Boletice;2367;48.824955;14.217338
6833;5;122122;Bolevec;3762;49.7789;13.3758
6834;5;7129;Bolešiny;296;49.409996;13.36164
6835;5;181030;Bolešín;5630;49.542222;16.360556
6836;5;401463;Bolešín;4376;49.554722;14.513333
6837;5;7200;Bolina;5402;49.680833;14.9525
6838;5;141887;Bolkov;297;49.533671;13.223907
6839;5;647;Bolíkovice;127;49.135833;15.768333
6840;5;147621;Bolíkovice;5836;49.089167;13.9
6841;5;7226;Bonkovice;4788;49.528056;14.595833
6842;5;93998;Boněnov;707;49.911389;12.8025
6843;5;110264;Bonětice;4739;49.665556;12.827778
6844;5;110272;Bonětičky;4739;49.6675;12.840278
6845;5;7242;Bor;603;49.556389;13.986111
6846;5;7269;Bor;4813;48.884167;14.815278
6847;5;7277;Bor;4351;49.709722;12.777222
6848;5;7307;Bor;298;49.71171;12.775216
6849;5;157996;Bor;4798;49.380278;15.126944
6850;5;102237;Bor;3193;49.624444;14.438889
6851;5;184004;Bor;5407;50.286389;14.946944
6852;5;177814;Bor;5241;48.813056;14.449722
6853;5;147117;Bor;4391;49.4375;16.289444
6854;5;161764;Bor u Chroustovic;4243;49.928333;15.989167
6855;5;7412;Bor u Skutče;299;49.822349;16.126999
6856;5;81990;Boratkov;313;49.516389;14.584444
6857;5;7421;Borač;300;49.400848;16.361139
6858;5;7447;Bordovice;301;49.54687;18.152649
6859;5;410063;Borek;4470;49.842778;16.054167
6860;5;408131;Borek;1207;50.623611;15.169167
6861;5;2712;Borek;4739;49.635833;12.778889
6862;5;195758;Borek;1379;49.980833;15.423056
6863;5;136484;Borek;4087;50.055833;13.142222
6864;5;190250;Borek;5696;50.618333;14.530556
6865;5;170470;Borek;5128;50.032222;14.944722
6866;5;71919;Borek;2164;49.918056;13.518611
6867;5;70793;Borek;2181;49.346389;14.760278
6868;5;39977;Borek;1591;50.536389;15.232222
6869;5;60071;Borek;1850;49.881944;14.505
6870;5;7536;Borek;851;49.075278;15.461111
6871;5;7528;Borek;305;49.023464;14.500895
6872;5;7510;Borek;303;50.222652;14.647492
6873;5;26921;Borek;2859;50.719167;14.174444
6874;5;140821;Borek;4228;49.748333;13.624722
6875;5;159239;Borek;4818;49.886944;14.045
6876;5;7587;Borek;306;50.127244;15.856604
6877;5;7561;Borek;302;50.438909;15.654328
6878;5;7544;Borek;304;49.791864;15.59003
6879;5;7498;Boreč;5231;50.509167;13.988889
6880;5;7463;Boreč;307;50.407418;14.732479
6881;5;318400;Boreček;4165;50.633333;14.720556
6882;5;24155;Borečnice;6108;49.360833;14.138889
6883;5;332321;Borka;4048;49.854722;14.726944
6884;5;7595;Borkovany;308;49.028187;16.810111
6885;5;7609;Borkovice;309;49.208018;14.643451
6886;5;7617;Borohrádek;310;50.097809;16.093327
6887;5;7633;Borotice;312;49.735048;14.279754
6888;5;7650;Borotice;311;48.857328;16.242607
6889;5;7706;Borotín;314;49.581372;16.671516
6890;5;7668;Borotín;313;49.505101;14.613004
6891;5;7781;Borovany;315;49.343073;14.392493
6892;5;7315;Borovany;298;49.693333;12.851667
6893;5;7749;Borovany;316;48.898675;14.642272
6894;5;83054;Borovice;2552;50.244444;15.980278
6895;5;147320;Borovice;1485;49.568056;12.9425
6896;5;61271;Borovice;3095;50.565556;14.931944
6897;5;169854;Borovina;5135;49.206667;15.8475
6898;5;97322;Borovka;3250;49.774444;14.528056
6899;5;7803;Borovnice;318;49.648796;15.018378
6900;5;7811;Borovnice;321;50.062943;16.245379
6901;5;7854;Borovnice;319;50.509203;15.61728
6902;5;7889;Borovnice;320;49.667264;16.202592
6903;5;102059;Borovnice;317;48.912148;14.518995
6904;5;7862;Borovnička;322;50.500911;15.667299
6905;5;7901;Borovno;323;49.622075;13.69042
6906;5;7790;Borovná;324;49.164652;15.394627
6907;5;7897;Borovník;325;49.355591;16.229377
6908;5;7935;Borovsko;178;49.696944;15.114167
6909;5;7943;Borovy;326;49.525203;13.302375
6910;5;15202;Borová;438;49.0775;15.592222
6911;5;55298;Borová;797;48.878333;14.215
6912;5;402389;Borová;5725;49.798056;15.181389
6913;5;6998;Borová;291;49.957222;18.104444
6914;5;7722;Borová;328;49.741718;16.162279
6915;5;7714;Borová;327;50.386026;16.253266
6916;5;22551;Borová;6047;49.929444;16.274444
6917;5;107891;Borová Lada;329;48.989929;13.65987
6918;5;137022;Borová Lhota;3979;49.856944;14.677778
6919;5;8044;Borušov;330;49.775862;16.735844
6920;5;33189;Borčice;1113;49.11;14.037222
6921;5;7986;Boršice;332;49.062554;17.35085
6922;5;7978;Boršice u Blatnice;333;48.932196;17.575784
6923;5;8001;Boršov;334;49.403995;15.434224
6924;5;78522;Boršov;2354;49.025;17.1225
6925;5;7994;Boršov;3055;49.744444;16.623889
6926;5;8028;Boršov nad Vltavou;335;48.921857;14.433999
6927;5;24112;Boršíkov;6106;48.8175;14.635278
6928;5;8273;Boseň;336;50.504164;15.022892
6929;5;411558;Boskovice;337;49.487537;16.660002
6930;5;8494;Boskovštejn;338;48.98274;15.929558
6931;5;411680;Bosonohy;402;49.176111;16.529167
6932;5;187925;Bosyně;5543;50.413056;14.551667
6933;5;8613;Boubská;5366;49.0675;13.799444
6934;5;180335;Boubín;1377;49.301111;13.695556
6935;5;95486;Boudy;339;49.448038;14.035522
6936;5;412961;Boudy;4462;49.384167;16.312778
6937;5;403407;Boudy;1763;49.587222;14.474167
6938;5;8664;Bousov;340;49.901799;15.535482
6939;5;8648;Bousín;341;49.455127;16.88977
6940;5;8699;Bouzov;342;49.704281;16.892925
6941;5;29874;Boučí;993;50.235;12.586667
6942;5;300781;Boušice;168;49.775556;14.738889
6943;5;170062;Bozdíš;2892;49.4794;12.9053
6944;5;8745;Bozkov;343;50.640124;15.3372
6945;5;5894;Boč;4742;50.363333;13.083611
6946;5;38288;Boňkov;344;49.547102;15.447507
6947;5;111171;Boňkov;3506;49.605278;17.683056
6948;5;7234;Boňov;1719;49.117767;15.918936
6949;5;8079;Bořanovice;345;50.178308;14.478825
6950;5;8605;Bořanovice;5366;49.0778;13.8042
6951;5;195588;Bořejov;6263;50.509167;14.619444
6952;5;8133;Bořenovice;346;49.361523;17.564385
6953;5;197998;Bořená Hora;6225;49.661667;14.506944
6954;5;8141;Bořetice;347;49.496126;15.109983
6955;5;8150;Bořetice;348;48.913048;16.853062
6956;5;104230;Bořetice;3248;49.612222;14.708333
6957;5;6301;Bořetice;6026;49.966667;15.168611
6958;5;8176;Bořetín;350;49.310197;14.947646
6959;5;157295;Bořetín;4733;50.669444;14.473056
6960;5;8168;Bořetín;349;49.189279;15.211858
6961;5;8087;Bořeňovice;4726;49.764444;14.7925
6962;5;156825;Bořice;2974;49.443056;14.062222
6963;5;8192;Bořice;351;49.976892;15.925391
6964;5;8184;Bořice;5691;49.428611;12.970833
6965;5;8257;Bořislav;352;50.579442;13.929301
6966;5;158232;Bořitov;4758;50.06;16.586667
6967;5;8265;Bořitov;353;49.425063;16.591214
6968;5;149314;Bořkov;4481;50.587778;15.346111
6969;5;83437;Bořkovice;5803;49.613333;14.799167
6970;5;8222;Boříkovy;2052;49.326944;13.3875
6971;5;161241;Bošice;4886;50.015556;15.031944
6972;5;8516;Bošice;354;49.089374;13.840345
6973;5;8575;Bošilec;355;49.149388;14.646236
6974;5;8583;Boškov;3877;49.623889;17.618889
6975;5;134007;Boškůvky;3946;49.259444;17.067222
6976;5;164658;Bošov;2986;49.851111;15.873056
6977;5;185892;Bošov;5498;50.135556;13.2325
6978;5;24163;Bošovice;6108;49.349722;14.078333
6979;5;8591;Bošovice;356;49.053532;16.836769
6980;5;120251;Boštice;3716;49.824722;15.066667
6981;5;76287;Bošín;2401;50.280833;15.113611
6982;5;148512;Bošín;357;50.034169;16.203027
6983;5;8761;Božanov;358;50.52681;16.365377
6984;5;72346;Božec;2203;50.074444;15.364444
6985;5;194506;Božejov;6343;48.792778;14.7
6986;5;8770;Božejov;359;49.362166;15.155824
6987;5;8796;Božejovice;1819;49.461944;14.485833
6988;5;8842;Božetice;360;49.451203;14.443932
6989;5;107662;Božetín;3365;50.234167;12.430278
6990;5;186392;Božetín;4376;49.5575;14.585833
6991;5;8885;Božice;361;48.836904;16.28875
6992;5;8931;Božičany;362;50.258059;12.76899
6993;5;122297;Božkov;3762;49.733056;13.425
6994;5;97535;Božkov;3014;49.9325;14.698889
6995;5;32018;Božkovice;504;49.692778;14.619722
6996;5;94498;Božkovy;2939;49.464748;13.014376
6997;5;182681;Božtěšice;4751;49.285;13.265
6998;5;8958;Božtěšice;5921;50.690833;14.021667
6999;5;318493;Boží Dar;2957;50.243056;14.918889
7000;5;8869;Boží Dar;363;50.409844;12.924546
7001;5;190527;Božíkov;5832;50.670833;14.646389
7002;5;124524;Brada;364;50.466944;15.330833
7003;5;8982;Bradlec;365;50.451414;14.910276
7004;5;8991;Bradlecká Lhota;366;50.488624;15.396317
7005;5;179469;Bradlo;5295;49.392778;15.654444
7006;5;18201;Bradné;5939;49.260833;13.2875
7007;5;8966;Bradáčov;367;49.491086;14.871151
7008;5;4073;Brambory;368;49.978201;15.470274
7009;5;9024;Brandlín;5460;49.142778;15.316667
7010;5;171182;Brandlín;5062;49.3058;14.7869
7011;5;9032;Brandov;369;50.6321;13.390819
7012;5;402265;Brandýs;655;49.763056;15.054722
7013;5;403008;Brandýs nad Labem;370;50.185833;14.659444
7014;5;9270;Brandýs nad Orlicí;371;50.001976;16.285341
7015;5;9288;Brandýsek;372;50.189307;14.162066
7016;5;9300;Branice;373;49.402544;14.339569
7017;5;404632;Branišov;804;49.545556;14.437222
7018;5;409715;Branišov;3791;49.715;15.762222
7019;5;27847;Branišov;1940;49.386111;13.079722
7020;5;33618;Branišov;374;48.978782;14.3957
7021;5;27022;Branišov;4996;49.993333;13.006111
7022;5;194069;Branišov;5791;49.516944;16.154444
7023;5;192520;Branišov;5749;49.0981;13.7058
7024;5;9369;Branišov;5919;49.466389;15.433333
7025;5;9351;Branišov;5538;49.421111;15.337778
7026;5;9377;Branišovice;375;48.962843;16.43185
7027;5;139769;Branišovice;804;49.517222;14.373611
7028;5;145645;Branišovice;6142;48.853611;14.506111
7029;5;36960;Branka;1231;49.8275;12.523333
7030;5;9385;Branka u Opavy;376;49.887955;17.882697
7031;5;9393;Brankovice;377;49.155997;17.134816
7032;5;9407;Branky;378;49.460954;17.892977
7033;5;9440;Branná;379;50.153209;17.011534
7034;5;9423;Branná;5129;48.964444;14.784167
7035;5;9458;Branov;380;50.012965;13.84298
7036;5;9474;Bransouze;381;49.3026;15.751974
7037;5;9482;Brantice;382;50.063507;17.629169
7038;5;400203;Braník;3903;50.036111;14.411667
7039;5;197955;Braníčkov;5242;49.263333;13.344444
7040;5;9342;Braníškov;383;49.294403;16.345679
7041;5;9504;Branžež;384;50.507644;15.057991
7042;5;9571;Bratkovice;5999;50.284444;14.188889
7043;5;9598;Bratkovice;385;49.7405;13.998988
7044;5;9628;Bratronice;4543;50.300278;14.956667
7045;5;9610;Bratronice;387;50.067832;14.014227
7046;5;189294;Bratronice;386;49.365346;13.842381
7047;5;9636;Bratrouchov;1676;50.701111;15.467778
7048;5;17949;Bratroňov;828;49.84;15.833889
7049;5;73440;Bratroňov;2275;49.594722;15.446111
7050;5;9652;Bratrušov;388;50.009365;16.949682
7051;5;17001;Bratrušín;507;49.514722;16.273889
7052;5;126381;Bratčice;390;49.855269;15.430433
7053;5;9563;Bratčice;389;49.065176;16.523088
7054;5;9679;Bratřejov;391;49.222455;17.913329
7055;5;102539;Bratřejov;3185;49.5775;14.371944
7056;5;9695;Bratřice;392;49.516515;15.001261
7057;5;119083;Bratříkov;4000;50.679167;15.255
7058;5;9717;Bratříkovice;393;49.932576;17.687588
7059;5;102547;Bratříkovice;3185;49.558889;14.395
7060;5;9725;Bratřínov;394;49.842656;14.340193
7061;5;9733;Bravantice;395;49.757111;18.082797
7062;5;9741;Bravinné;524;49.753611;17.961944
7063;5;9008;Braňany;396;50.54304;13.700269
7064;5;9539;Braškov;397;50.102112;14.100823
7065;5;186422;Braštice;5510;49.6875;14.575
7066;5;317934;Bražec;398;50.174721;13.046728
7067;5;101346;Bražec;3382;50.394444;16.149167
7068;5;160121;Bražná;4860;49.627778;14.297778
7069;5;401099;Brdečný;2396;49.722222;14.524444
7070;5;30511;Brdo;2758;49.862778;16.064167
7071;5;163899;Brdo;4858;49.074444;13.842222
7072;5;91456;Brdo;2862;50.003056;13.261667
7073;5;9792;Brdo;4632;50.495278;15.469722
7074;5;102725;Bredůvka;3202;50.045278;16.561944
7075;5;402630;Brejlov;131;50.453333;14.9475
7076;5;9822;Brenná;5832;50.656389;14.639722
7077;5;32409;Brloh;1086;49.327222;14.018056
7078;5;9849;Brloh;399;48.929959;14.218575
7079;5;17817;Brloh;2682;50.318611;13.825833
7080;5;9881;Brloh;400;50.000637;15.557343
7081;5;27286;Brložec;894;50.777222;14.311944
7082;5;163171;Brložec;6214;50.059722;13.067778
7083;5;9971;Brniště;401;50.729253;14.703492
7084;5;192392;Brnky;5741;50.158061;14.409194
7085;5;411582;Brno-město;402;49.1953;16.6083
7086;5;9890;Brná;5643;49.407778;14.975
7087;5;9903;Brná;5921;50.619722;14.079167
7088;5;126497;Brná;3876;50.077778;16.323333
7089;5;110141;Brník;3483;49.9833;14.9072
7090;5;123331;Brníkov;3158;50.378056;14.078056
7091;5;9938;Brníčko;403;49.894901;16.968257
7092;5;174599;Brníčko;5181;49.772222;17.141944
7093;5;9954;Brnířov;404;49.382698;13.049616
7094;5;9920;Brněnec;405;49.627378;16.52206
7095;5;12220;Brněnské Ivanovice;402;49.1531;16.6542
7096;5;50784;Brocno;6226;50.477196;14.444831
7097;5;12602;Brocná;4469;50.235;16.256667
7098;5;403539;Brod;3707;49.556944;14.395278
7099;5;68390;Brod;2052;49.327778;13.443056
7100;5;12637;Brod;4065;49.659722;14.014722
7101;5;38491;Brod;1270;50.388056;15.911111
7102;5;12645;Brod nad Dyjí;406;48.875239;16.535376
7103;5;12653;Brod nad Tichou;407;49.835401;12.741148
7104;5;12661;Brod u Stříbra;1958;49.694722;12.920556
7105;5;66991;Brodce;2013;49.2575;15.669722
7106;5;172375;Brodce;5086;49.836944;14.609167
7107;5;12688;Brodce;408;50.330743;14.869256
7108;5;173258;Brodce;1858;50.350833;13.230278
7109;5;12696;Brodec;409;50.295009;13.801698
7110;5;25917;Brodek;1163;50.356111;15.1675
7111;5;12700;Brodek u Konice;410;49.562028;16.855688
7112;5;12734;Brodek u Prostějova;411;49.369981;17.09008
7113;5;12751;Brodek u Přerova;412;49.484199;17.338275
7114;5;71927;Brodeslavy;413;49.953767;13.557052
7115;5;73831;Brody;2282;50.246944;13.339444
7116;5;189561;Broumov;415;49.889485;12.606752
7117;5;410381;Broumov;414;50.58569;16.331905
7118;5;12831;Broumova Lhota;2275;49.628889;15.437778
7119;5;12840;Broumovice;3248;49.635;14.708611
7120;5;12874;Broumy;416;49.955155;13.852324
7121;5;58271;Broučkova Lhota;729;49.465;14.711389
7122;5;154342;Brozany;4646;50.065278;15.795556
7123;5;12891;Brozany nad Ohří;417;50.45374;14.145494
7124;5;145009;Brozánky;6110;50.607222;13.937222
7125;5;45322;Brozánky;1526;50.351389;14.46
7126;5;12912;Brtec;3162;49.479167;14.473056
7127;5;79286;Brtev;2781;50.436389;15.604167
7128;5;12939;Brteč;5554;49.924167;16.12
7129;5;179281;Brtnice;5287;49.913889;14.635833
7130;5;12955;Brtnice;418;49.306995;15.676443
7131;5;12971;Brtnička;419;49.23723;15.624235
7132;5;12947;Brtná;6285;49.509167;15.213889
7133;5;12980;Brtníky;4650;50.947778;14.440833
7134;5;182699;Brtí;4751;49.294167;13.276389
7135;5;412147;Brumov;421;49.089722;18.023056
7136;5;13056;Brumov;420;49.462415;16.425782
7137;5;13099;Brumovice;423;48.960817;16.896155
7138;5;13102;Brumovice;422;50.015294;17.749636
7139;5;49441;Brunka;1620;49.562222;15.337222
7140;5;413046;Bruntál;424;49.988449;17.464759
7141;5;47538;Brunšov;1557;49.856111;14.4025
7142;5;13331;Brusná;2667;49.393056;16.4
7143;5;13366;Brusné;425;49.363343;17.660719
7144;5;402443;Brusné 1.díl;3282;50.462778;14.626667
7145;5;402435;Brusné 2.díl;3157;50.470556;14.629722
7146;5;32751;Brusov;5934;50.628333;14.321111
7147;5;13374;Brusy;4054;49.303611;14.016389
7148;5;13391;Bruzovice;426;49.716977;18.409678
7149;5;412911;Brušovec;1264;49.674444;16.003889
7150;5;13382;Brušperk;427;49.700085;18.222134
7151;5;13439;Brzice;428;50.444429;15.958393
7152;5;160130;Brzina;4860;49.634722;14.296667
7153;5;13480;Brzkov;429;49.526014;15.727172
7154;5;13498;Brzotice;2659;49.663056;15.132222
7155;5;78735;Brzánky;430;50.461915;14.301279
7156;5;161772;Brčekoly;4243;49.935;15.965278
7157;5;412678;Brňany;5572;49.271944;17.005833
7158;5;9911;Brňany;432;50.48105;14.14195
7159;5;116645;Brť;3616;50.044167;12.891389
7160;5;13021;Brťov u Velkých Opatovic;5284;49.6175;16.640556
7161;5;13005;Brťov u Černé Hory;433;49.413611;16.516667
7162;5;133400;Brťoví;3924;49.530833;16.37
7163;5;13048;Brůdek;5670;49.366756;13.009838
7164;5;490024;Bubeneč;3903;50.104722;14.398333
7165;5;15121;Bublava;434;50.374502;12.505258
7166;5;77461;Bubnov;2313;50.140574;16.514975
7167;5;184802;Bubovice;5455;49.551111;13.927222
7168;5;15130;Bubovice;435;49.969738;14.166558
7169;5;15628;Buchlovice;436;49.086282;17.338527
7170;5;331716;Buchov;5465;49.6119;14.6618
7171;5;401421;Buchov;3868;49.688333;14.785
7172;5;180483;Buda;131;50.483333;14.986944
7173;5;31861;Buda;699;50.601111;14.984444
7174;5;42013;Buda;1380;49.735556;15.126944
7175;5;57631;Budenice;1726;50.323611;14.085833
7176;5;162779;Budeničky;6187;50.319167;14.099444
7177;5;15237;Budenín;5465;49.650278;14.679722
7178;5;23621;Budeč;5907;49.901667;13.093056
7179;5;15229;Budeč;437;49.536413;15.912354
7180;5;15211;Budeč;438;49.087227;15.589884
7181;5;40070;Budeč;1328;49.666944;15.214722
7182;5;54411;Budihostice;777;50.295278;14.253611
7183;5;8532;Budilov;354;49.089167;13.852222
7184;5;15407;Budiměřice;439;50.195385;15.098838
7185;5;15423;Budislav;441;49.293907;14.837441
7186;5;15440;Budislav;440;49.801448;16.174685
7187;5;97187;Budislavice;2999;49.505556;13.715833
7188;5;322148;Budičovice;4472;49.215556;14.156389
7189;5;15466;Budišov;442;49.271424;16.003855
7190;5;15504;Budišov nad Budišovkou;443;49.795113;17.629731
7191;5;15555;Budišovice;444;49.861312;18.03966
7192;5;15580;Budkov;446;49.054539;15.658938
7193;5;15571;Budkov;445;49.070139;14.006987
7194;5;158097;Budkov;4810;49.145;15.180556
7195;5;157031;Budkov;4726;49.756944;14.734167
7196;5;402320;Budkovice;3692;49.761944;15.168611
7197;5;15598;Budkovice;1672;49.073056;16.347222
7198;5;180271;Budov;5324;50.138611;13.145556
7199;5;402311;Budy;3515;49.8775;15.116667
7200;5;15601;Budyně;447;49.146383;14.07118
7201;5;15610;Budyně nad Ohří;448;50.404354;14.125997
7202;5;144207;Budákov;967;48.675;14.502222
7203;5;408514;Budíkov;5661;50.6625;14.948611
7204;5;15351;Budíkov;449;49.579197;15.362641
7205;5;15385;Budíkovice;5135;49.255556;15.8725
7206;5;143995;Budín;4325;49.747778;14.188611
7207;5;322393;Budín;4356;49.869722;14.915278
7208;5;193941;Budín;251;50.213611;15.599444
7209;5;160041;Budínek;4859;49.755556;14.191111
7210;5;15458;Budíškovice;450;49.0763;15.530916
7211;5;15181;Budčeves;451;50.308529;15.254617
7212;5;183342;Budčice;5400;49.721944;15.184167
7213;5;404527;Budějovické Předměstí;3986;49.306667;14.161944
